id,_chapter<jpn>,chapter<eng>,_storyTitle<jpn>,storyTitle<eng>,_storyOutline<jpn>,storyOutline<eng>,_storyTarget<jpn>,storyTarget<eng>
main2-1,エピソード 2 - 1,Episodes 2 - 1,一人旅,Traveling Alone,一人でいることに慣れてしまった──そう言った彼女が、嘘をついているようには見えなかった。<br>あまりに真っ直ぐな言葉に、どう返事をしていいかわからなかった。<br><br>忘れてしまっていい、と、そう言うときでさえ、彼女は悲しそうに見えなかった。<br>ただ、慣れてしまうことだけを悲しんでいた。,"She said she had gotten used to being alone—and she didn’t seem to be lying.<br>Her words were so direct that I didn’t know how to answer.<br><br>Even when she said that it was okay to forget, she didn’t look sad.<br>She was only sad that she had gotten used to it.",生き延びる,Survive
main2-2,エピソード 2 - 2,Episodes 2 - 2,再会,Reunion,思わぬ再会だった。まるで奇跡みたいな。<br>ちゃんと生きている人の方が見つけにくいこの世界では、奇跡なんて言葉も全然大げさじゃない。<br><br>第三者と話をして、改めて起きていることの異常さに気づく。このコンピュータは、いったいどこと通信しているのだろう。,"It was an unexpected reunion. Almost like a miracle.<br>In a world where finding someone who is truly alive is harder than it should be, “miracle” hardly seems like an exaggeration.<br><br>Talking to someone from outside made me realize again just how strange everything that was happening really was. Where in the world was this computer communicating with?",キャンプの人々に協力する,Help the people at the camp
main2-3,エピソード 2 - 3,Episodes 2 - 3,アンテナ,Antennas,アンテナの生えた人間を見た。金属に寄生されたみたいに、身体から鉄のアンテナが生えていた。<br><br>キャンプで暮らしているのは、パンデミックの調査のために集められた研究者たちらしい。彼女たちが調べたところでは、このパンデミックに、原因となるウイルスや細菌はいない。なら、何が原因で、人からアンテナが生えるというのか？,"I saw a person with an antenna growing out of them. An iron antenna protruded from their body as if they had been parasitized by metal.<br><br>The people living at the camp are apparently researchers who gathered there to investigate the pandemic. According to what they have found, there is no virus or bacteria causing it. Then what could possibly be making antennas grow out of people?",キャンプの人々に協力する,Help the people at the camp
main2-4,エピソード 2 - 4,Episodes 2 - 4,語りかけられて,A Voice Calling Out,感染者から摘出したアンテナを回路に繋いでみれば、何かしらの信号を受信していた。感染者から取り出したほかの品も似たような信号を発することがあるらしい。<br><br>誰かが語りかけている──アカネはそんな想像を語った。語りに応えようとして、人々の身体が狂っていく。<br>なら、語っているのは、誰だろう？,"When they connected an antenna removed from an infected person to a circuit, it received some kind of signal. Apparently, other things removed from infected people can emit similar signals as well.<br><br>Someone is trying to communicate—Akane imagined. People’s bodies are changing as they try to answer that call.<br>Then who is the one doing the calling?",キャンプの人々に協力する,Help the people at the camp
main2-5,-,-,-,-,-,-,-,-
main2-6,-,-,-,-,-,-,-,-
main2-7,エピソード 2 - 5,Episodes 2 - 5,意識と身体,Mind and Body,誰かが語りかけている？<br>いったい誰が語りかけているというのだろう。誰、と問えるような存在ではないかもしれない。宇宙のどこかの星が爆発して、その余波が人の身体を狂わせている、とか。<br><br>そもそも、そんなもので人の身体がおかしくなるだろうか。<br>考えたって、何もかも想像でしかない。,"Someone is trying to communicate?<br>Who could possibly be speaking to them? Maybe it isn’t even something you could call “someone.” Maybe a star somewhere in the universe exploded, and its aftereffects are driving human bodies mad.<br><br>But could something like that really affect the human body?<br>Whatever I think about it, it’s all just speculation.",生き延びる,Survive
main2-8,エピソード 2 - 6,Episodes 2 - 6,失踪,Disappearance,ウイルスのせいじゃないとか、語りかけられているとか、宇宙人とか。<br>そんな話をしている最中に、突然姿を消した。<br>こんな状況では、町に出たまま戻ってこないなんて珍しいことではないのかもしれない。けれど、行き先も告げずに出て行ったというなら、何か事情があるのかもしれない──<br><br>そんな風に考えるのは、都合がよすぎるだろうか。,"Not a virus. Someone trying to communicate. Aliens...<br>She suddenly disappeared while we were talking about things like that.<br>In a world like this, maybe it isn’t unusual for someone to go into town and never come back. But if she left without even saying where she was going, maybe there was a reason—<br><br>Or am I just thinking that because I want it to be true?",探しに出かける,Set out to search
main3-1,エピソード 3 - 1,Episodes 3 - 1,彼女の思い,Her Feelings,憶えてる？　──彼女にそう言われて、彼女と初めて出会ったときのことを思い出した。<br>もちろん、忘れたことは一度もない。けれども、思い返してみれば、ずいぶん遠い昔のことのようだった。いつの間にか、こうしてコンピュータの前で彼女と話をすることが当たり前になっていて。<br><br>でも、どうしてか、彼女にそんな気持ちを伝えることはできなかった。,"“Do you remember?” she asked, and I remembered the first time we met.<br>Of course I had never forgotten. And yet, looking back, it felt like it had happened so long ago. Somehow, talking to her in front of this computer had become an ordinary part of my life.<br><br>But for some reason, I couldn’t bring myself to tell her how I felt about that.",生き延びる,Survive
main3-2,-,-,-,-,-,-,-,-
main3-3,エピソード 3 - 2,Episodes 3 - 2,一人になる,Being Alone,彼女は一人になった。自ら望んで。<br>そのわけを、彼女は説明してくれなかったし、問うこともできなかった。<br>いつか、説明すると彼女は言う。何かを企んでいるわけでも、隠し事をしているわけでもない。きっと、本当に、彼女自身整理がつかないのだろう。<br><br>そう思おうとしても、どうしてか、心は静かにならなかった。,"She was alone. By her own choice.<br>She didn’t explain why, and I couldn’t bring myself to ask.<br>She said she would explain someday. She wasn’t plotting anything, and she wasn’t keeping a secret. Surely she simply hadn’t been able to sort it out for herself yet.<br><br>Even when I tried to tell myself that, I couldn’t calm down.",旅を続ける,Continue the journey
main3-4,エピソード 3 - 3,Episodes 3 - 3,あなたのこと,About You,普段どんなことをしているの、とか、そんなことを訊かれた。<br>応えようとして、だけど一瞬、考えなければならなかった。彼女と話をしているとき、自分の日々の暮らしのことは忘れている。彼女の生きる世界に入り込んだみたいに、一緒に旅しているような気になっている。<br><br>そんなことを言ったら、彼女は、どんな顔をするだろう。,"She asked what I usually did and things like that.<br>I tried to answer, but for a moment, I had to think. When I’m talking to her, I forget about my own everyday life. It feels like I’ve stepped into the world she lives in, like I’m traveling alongside her.<br><br>I wonder what face she would make if I told her that.",旅を続ける,Continue the journey
main3-5,エピソード 3 - 4,Episodes 3 - 4,再会とラジオ,Reunion and the Radio,偶然とか、運命というものについて、思わず考えてしまった。<br>突然再会した彼女は、手にラジオをもっていた。人から生まれ出てきたというラジオ。いったいどうして、人からラジオが出てくるというのだろう。いったいどうして──彼女は、そんなものを求めて、一人でさ迷ったというのだろう。<br><br>何か、まだ明かされていないことが、たくさんありそうだった。,"I couldn’t help thinking about coincidence, and about fate.<br>When we suddenly met again, she was holding a radio. A radio that had supposedly come out of a person. How could a radio come out of someone? And why—why had she wandered alone in search of something like that?<br><br>There seemed to be so much that still hadn’t been revealed.",パンデミックの謎を追う,Uncover the mystery of the pandemic
main4-1,エピソード 4 - 1,Episodes 4 - 1,逆だったとしたら,If It Were the Other Way Around,もし、この広い宇宙を旅する宇宙人がいたとして、その宇宙人は何を思うだろう。たとえばよくある全身銀色の目玉の大きなあいつは、寂しいなんて言うだろうか？　<br><br>うまく想像できない。でも、広い宇宙を旅して、こんなところまでやってきたのだとしたら、きっと苦しかっただろうと、そんなことを思った。,"If there were aliens traveling through this vast universe, what would they think? Would that familiar little creature with the huge eyes and silver body say that it was lonely?<br><br>I can’t really imagine it. But if it had traveled across that vast universe and made it all the way here, I thought it must have been difficult for it too.",パンデミックの謎を追う,Uncover the mystery of the pandemic
main4-2,エピソード 4 - 2,Episodes 4 - 2,彼女の告白,Her Confession,彼女は何かを隠していた。話してくれなかった。そのことが思ったよりずっと、自分でも驚くくらい、ショックだった。<br><br>気にすることなんてない。誰にだって隠しごとくらいある。そう思ってみても、気は沈んだ。<br>彼女が隠しているその内容なんて、全然考えようとも思わなかった。,"She had been hiding something. She hadn’t told me. It hurt much more than I expected—so much that even I was surprised by how shaken I was.<br><br>It shouldn’t matter. Everyone has things they keep to themselves. I tried telling myself that, but I still felt down.<br>I didn’t even want to think about what she was hiding.",パンデミックの謎を追う,Uncover the mystery of the pandemic
main4-3,エピソード 4 - 3,Episodes 4 - 3,ないかもしれない明日,A Tomorrow That May Not Come,いろんなことを試してみて、彼女たちには少しずつ何かがわかってきたみたいだった。<br><br>わたしがいなくなったらいい──彼女はそんな風に言った。どうしてそんな風に言うのかわからない。<br><br>二人は、何も話してくれない。,"After trying all sorts of things, it seemed like they were slowly starting to understand something.<br><br>“It would be better if I disappeared,” she said. I didn’t understand why she would say that.<br><br>The two of them wouldn’t tell me anything.",パンデミックの謎を追う,Uncover the mystery of the pandemic
main4-4,エピソード 4 - 4,Episodes 4 - 4,話をする理由,Why We Talk,久しぶりに彼女と二人だけで話をした。<br>彼女に訊かれて、改めて不思議に思う。現実では会ったこともない、どこにいるのかもわからない女の子と話をしている。毎日のように。どうして、と問われても、うまく答えられなかった。<br><br>もし、明日彼女と話せなかったとしたら。<br>そのとき、自分はいったい何を思うだろう。,"I talked with her alone for the first time in a while.<br>When she asked me about it, I found it strange all over again. I was talking almost every day with a girl I had never met in real life, a girl whose whereabouts I didn’t even know. Even when she asked me why, I couldn’t explain it well.<br><br>What if I couldn’t talk to her tomorrow?<br>What would I think then?",今日を生きる,Live for today
main4-5,-,-,-,-,-,-,-,-
main4-6,-,-,-,-,-,-,-,-
main4-7,エピソード 4 - 5,Episodes 4 - 5,さよなら,Goodbye,宇宙人は自分自身だった。<br>話しているこの声が、誰かの身体を狂わせているかもしれない。あるいは勘違いで、何か別の理由があるかもしれない。本当のところは、何もわからない。<br><br>だから、でも──、<br><br>もう二度と会えない彼女と、さよならをした。,"The alien was herself.<br>The voice we were talking through might be driving someone’s body mad. Or maybe that was a misunderstanding, and there was some other reason. The truth was, I didn’t know anything for certain.<br><br>So, even so—<br><br>I said goodbye to a girl I would never meet again.",何もしない,Do nothing
-,,,,,,,,
main5-1,-,-,-,-,-,-,-,-
main5-2,エピソード 5 - 1,Episodes 5 - 1,月の天国,Heaven on the Moon,月には天国がある。<br>あの夏、亡くなってしまった祖母も、そこにいる。<br><br>何度も忘れてしまおうとしたけれど、できなかった。すべて夢だったのかもしれないと思いながら、それでも、画面越しに見た空の青さを憶えている。,"There is a heaven on the moon.<br>My grandmother, who died that summer, is there too.<br><br>I tried many times to forget, but I couldn’t. Even while wondering if it had all been a dream, I still remember the blue of the sky I saw through the screen.",コンピュータについて調べる,Investigate the computer
main5-3,-,-,-,-,-,-,-,-
main5-4,-,-,-,-,-,-,-,-
main5-5,-,-,-,-,-,-,-,-
main5-6,エピソード 5 - 2,Episodes 5 - 2,一年ぶりの夏,Summer After a Year,このコンピュータは、どことも通信していない。なら、彼女たちが暮らしていた世界は、どこにあるというのだろう？<br>そう考えて、ある可能性を思いついた。でも、そんなはずはない。窓の向こうの月がどんなに大きく見えても、決して手が届くことはないように。<br><br>一年ぶりに訪れた夏。<br>返事をしたのは、知らない少女だった。,"This computer isn’t communicating with anywhere. Then where could the world they lived in possibly be?<br>I thought of one possibility. But that couldn’t be. Just as the moon beyond the window can look so large and yet never be within reach.<br><br>Summer had come again, a year later.<br>The girl who answered me was a stranger.",事情を聞く,Ask about what happened
main6-1,エピソード 6 - 1,Episodes 6 - 1,スマホを拾った少女,The Girl Who Found a Smartphone,ミナモと名乗った少女は、道端で偶然、スマホを拾ったらしい。彼女は、ナツノのところまでスマホを届けてくれるという。<br><br>どうしてスマホは、道端に捨てられていたのだろう。あれから一年、彼女たちの暮らす日々に、どんなことがあっただろう。,"The girl who called herself Minamo apparently found the smartphone by chance on the side of the road. She said she would deliver it to Natsuno.<br><br>Why had the smartphone been left by the roadside? What had happened in the year since then, in the lives of the girls who lived in that world?",ナツノを探す,Search for Natsuno
main6-2,エピソード 6 - 2,Episodes 6 - 2,落としもの,The Lost Phone,一年前、このスマホはナツノから十メートル以上離れると電波を受信できなくなった。今、スマホで通信できているということは、ナツノは十メートル以内にいるはず──けれど、辺りを探しても誰もいない。<br><br>ナツノとは違うけれど、ミナモも彼女と同じくらいたくましく生きる少女だった。こんな世界では、きっとそんなでもないと生きていけないだろうと、彼女たちのことを遠くに感じた。,"A year ago, this smartphone could no longer receive a signal if it was more than ten meters away from Natsuno. If I could communicate through it now, Natsuno had to be within ten meters—but no matter how much I searched the area, there was no one there.<br><br>Minamo was different from Natsuno, but she was just as tough. In a world like this, I felt that they must have no choice but to be that way to survive. I felt very far removed from them.",ナツノを探す,Search for Natsuno
main6-3,エピソード 6 - 3,Episodes 6 - 3,彼女との関係,My Relationship with Her,どんな関係？<br>そう問われても、どう答えていいかわからなかった。<br><br>ある日、偶然、通話が繋がってしまっただけの関係。ただそれだけなのに、今でも彼女のことが忘れられない。この世界のことを気にかけてしまう。おかしなことのような気もする。とにかく今は、もう一度彼女と話がしたい。,"“What kind of relationship?”<br>Even when she asked that, I didn’t know how to answer.<br><br>We were just two people who happened to connect on a call one day. That was all. And yet I still couldn’t forget her. I couldn’t stop caring about the world she lived in. It felt strange somehow. For now, all I wanted was to talk to her one more time.",ナツノを探す,Search for Natsuno
main6-4,-,-,-,-,-,-,-,-
main6-5,-,-,-,-,-,-,-,-
main6-6,エピソード 6 - 4,Episodes 6 - 4,彼女との再会,Reunion with Her,彼女の声を聞いた。<br><br>あの夏に帰ってきた感じがした。<br><br>一年ぶりの夏──でも、彼女たちの世界では、まだ一週間しか経っていないらしい。,"I heard her voice.<br><br>It felt like I had returned to that summer.<br><br>Summer, a year later—and yet in their world, apparently only a week had passed.",話をする,Talk
main7-1,-,-,-,-,-,-,-,-
main7-2,-,-,-,-,-,-,-,-
main7-3,エピソード 7 - 1,Episodes 7 - 1,一年と一週間,A Year and a Week,もう一度彼女と話そうと思ったわけを、伝えることができなかった。<br>彼女はそれを許してくれた。一年前──彼女にとっては一週間前、一方的に別れを告げたことを後ろめたく思っているのかもしれない。<br><br>スマホを捨ててしまうくらい寂しかったのだと彼女は言う。その寂しさが、今はわかる。彼女たちの生きる世界はこの世界とは別のところだけど、それでも、帰ってきたんだという感じがする。,"I couldn’t tell her why I had decided to talk to her again.<br>She forgave me. Maybe she felt guilty about ending things so abruptly a year ago—or, for her, only a week ago.<br><br>She said she had been so lonely that she threw away the smartphone. Now I understood that loneliness. Their world was somewhere separate from this one, but even so, it felt like she had come home.",旅を続ける,Continue the journey
main7-4,-,-,-,-,-,-,-,-
main7-5,-,-,-,-,-,-,-,-
main7-6,エピソード 7 - 2,Episodes 7 - 2,やっと見つけた,Finally Found,やっと見つけた──突然現れた少女は、そう言ってナツノを見た。<br>見つけた、というのは、ナツノのことだろうか？　それとも......<br><br>彼女はいったい、何を知っていて、何を探していたのだろう？,"“I finally found you.” The girl who suddenly appeared said that as she looked at Natsuno.<br>Did she mean she had found Natsuno? Or...<br><br>Just what did she know, and what had she been looking for?",少女の話を聞く,Listen to the girl
main8-1,エピソード 8 - 1,Episodes 8 - 1,聞こえる声,The Voice I Hear,声が聞こえる──耳元で話されているみたいに。<br>半年前から、イツカには、声が聞こえていた。聞こえるはずのない声。そこにいない、どこか遠くにいる女の人の声。<br>声の主が誰なのかわからない。でも、長い間じっと聞いている中で、彼女なりにわかったことがあるようだった。<br><br>聞こえていたのは誰の声で、どうして彼女の耳に届いているのだろう？,"A voice could be heard—as if someone were speaking right beside her ear.<br>For six months, Itsuka had been hearing a voice. A voice she shouldn’t have been able to hear. The voice of a woman who wasn’t there, somewhere far away.<br>She didn’t know whose voice it was. But after listening to it for so long, she seemed to have figured out something of her own.<br><br>Whose voice had she been hearing, and why was it reaching her ears?",話をする,Talk
main8-2,-,-,-,-,-,-,-,-
main8-3,エピソード 8 - 2,Episodes 8 - 2,祖母の声,Grandmother’s Voice,半年前、突然聞こえるようになった声。<br>イツカが聞いていたその声は、祖母の声だった。一年前に亡くなった祖母。このコンピュータの、もともとの持ち主。<br><br>イツカは、声を聞いて何を知ったのだろう。もう祖母は亡くなってしまって、ここにはいない。でも、イツカは、何か知っているのかもしれない。,"A voice that suddenly became audible six months ago.<br>The voice Itsuka had been hearing belonged to her grandmother. Her grandmother, who had died a year ago. The original owner of this computer.<br><br>What had Itsuka learned from hearing that voice? Her grandmother was already dead and no longer here. But perhaps Itsuka knew something.",話をする,Talk
main8-4,-,-,-,-,-,-,-,-
main8-5,エピソード 8 - 3,Episodes 8 - 3,寂しさ,Loneliness,イツカは、頭の中に響く声を──祖母の声を聞いて、疑問に思った。この声の主は、何かがおかしい。自分たちと違う。やがてそれが「寂しさ」なのだと、彼女は気づく。<br><br>寂しさ。<br>彼女の言うとおりだと思った。自分や祖母は、彼女たちの感じているような「寂しさ」を、たぶん、知らない。,"Itsuka wondered about the voice echoing in her head—the voice of her grandmother. There was something strange about its owner. Something different from us. Eventually, she realized that it was “loneliness.”<br><br>Loneliness.<br>I thought she was right. My grandmother and I probably don’t know the kind of “loneliness” they feel.",寂しさの話をする,Talk about loneliness
main8-6,-,-,-,-,-,-,-,-
main8-7,エピソード 8 - 4,Episodes 8 - 4,家族,Family,祖母は七人いる。<br>家族というのは法の上での取り決めであって、血縁のことではない。自分で決めた人と家族になる。<br><br>でもそれは、「寂しい」からではない。人は一人で生きていくのに不向きで、家族をつくる。だって、その方が効率的だから。,"I have seven grandmothers.<br>Family is a legal arrangement, not a matter of blood. You become family with the people you choose.<br><br>But it isn’t because you’re “lonely.” People aren’t suited to living alone, so they make families. Because, after all, it’s more efficient that way.",旅を続ける,Continue the journey
main8-8,-,-,-,-,-,-,-,-
main8-9,エピソード 8 - 5,Episodes 8 - 5,仮想世界,The Virtual World,月にある「天国」には、死んだ人が暮らしている。<br>──と、よく言うけれど、本当は少し違う。天国にはいくつもの世界があって、そのどこかでは、この世界ではすでに死んでしまった人がまだ生きているかもしれない。死んでしまった人がまだ生きているかもしれないところ、という意味を込めて、天国と呼んでいる。<br><br>月にある「天国」には、無数のコンピュータがあって、数え切れないほどの「仮想世界」が動いている。,"The “heaven” on the moon is said to be where the dead live.<br>—Or so people often say, but it’s actually a little different. Heaven contains many worlds, and in some of them, people who have already died in this world may still be alive. It is called heaven because it is a place where those who have died may still be living somewhere.<br><br>The “heaven” on the moon contains countless computers, each running an innumerable number of “virtual worlds.”",旅を続ける,Continue the journey
main8-10,エピソード 8 - 6,Episodes 8 - 6,外の世界,The World Outside,「寂しさ」がすべての原因なのだとイツカは言った。<br>スマホはいつでも誰かと話をするため、ロケットはこの宇宙の彼方に人類以外の誰かを見つけるため。彼女たちの世界は、いつの間にか、「寂しさ」に支配されている。<br><br>誰かを探し求めているんだと、彼女は言う。<br>この世界の外──彼女たちの生きる世界の外にいる、誰かを。,"Itsuka said that “loneliness” was the cause of everything.<br>Smartphones exist so people can always talk to someone. Rockets exist to search the far reaches of the universe for someone other than humanity. Before they knew it, their world had come to be ruled by “loneliness.”<br><br>She said they were searching for someone.<br>Someone outside this world—outside the world they lived in.",話をする,Talk
main9-1,-,-,-,-,-,-,-,-
main9-2,エピソード 9 - 1,Episodes 9 - 1,寂しさと天国,Loneliness and Heaven,自分たちの「寂しさ」を奇妙に思うこともある。でも、寂しさは確かにあって、消してしまうことができない。イツカはそんな話をする。<br><br>祖母の遺したこのコンピュータの中では、仮想世界が動いている。<br>そこには一つの宇宙があって、そこで人々が生きている。<br><br>彼女たちはきっと、このコンピュータの中で生きている。,"Sometimes it seems strange that we feel “loneliness” at all. But loneliness is there, and it cannot simply be erased. Itsuka talked about that.<br><br>Inside this computer left behind by my grandmother, a virtual world is running.<br>There is a universe inside it, and people are living there.<br><br>They must be living inside this computer.",旅を続ける,Continue the journey
main9-3,エピソード 9 - 2,Episodes 9 - 2,繋がっているわけ,Why We’re Connected,仮想世界は、中を覗くことができない。仮想世界の内側のことを知ろうとすると、世界は崩れ去ってしまう。それが常識だったから、初めてナツノと通話ができたとき、まさか彼女が仮想世界の中にいるなんて考えもしなかった。<br><br>どうして、通信できているのだろう──でも、そんなの、彼女たちにとってはきっと些末なことかもしれない、と思う。,"A virtual world cannot be looked into from the outside. If you try to learn what is happening inside a virtual world, the world collapses. That was common knowledge, so when I first managed to talk to Natsuno, it never occurred to me that she could be inside a virtual world.<br><br>Why can we communicate?—But maybe, to them, that was a trivial question.",旅を続ける,Continue the journey
main9-4,エピソード 9 - 3,Episodes 9 - 3,別々の世界,Separate Worlds,自分が今まで生きていた世界は、コンピュータの中にある──ある日突然、そんなことを言われたら、自分はどう思うだろう？<br>うまく想像できない。何も思わないかもしれない。受け止めることができなくて。<br><br>コンピュータの中だったからどうだというのか、とか、そんな風に嘯くことができるだろうか？　本当のところは、言われてみないとわからない、と思う。,"If I were suddenly told that the world I had lived in all my life existed inside a computer, what would I think?<br>I can’t really imagine it. Maybe I wouldn’t feel anything. Maybe I simply wouldn’t be able to accept it.<br><br>Could I shrug it off and say, “So what if it’s inside a computer?” I don’t think I could know until someone actually told me.",旅を続ける,Continue the journey
main9-5,-,-,-,-,-,-,-,-
main9-6,-,-,-,-,-,-,-,-
main9-7,エピソード 9 - 4,Episodes 9 - 4,誰かを探している,Looking for Someone,祖母は、誰かを探すために仮想世界をつくった。<br>イツカは、祖母の声を聞いてそう感じ取ったらしい。なぜ祖母はこの世界をつくったのか。それがわかれば、パンデミックも、こうして通信が繋がっている理由も、すべて明らかになるかもしれない、と彼女は言う。<br><br>祖母のことを思い出す。月の天国にいる彼女には、もう何を訊くこともできない。,"My grandmother created a virtual world to search for someone.<br>That was what Itsuka had gathered from hearing her grandmother’s voice. Why did my grandmother create this world? If we could learn that, she said, maybe we could understand everything—the pandemic, and why we are able to communicate like this.<br><br>I think of my grandmother. She is in heaven on the moon now, and I can no longer ask her anything.",話をする,Talk
main9-8,エピソード 9 - 5,Episodes 9 - 5,それでも、生きていくために,"Still, to Keep Living",わからないこと、簡単には受け入れられないことばかり。<br>それでも、ナツノは生きていこうとしている。確かに、彼女の生きる世界がコンピュータの中にあろうと、誰かがつくったものであろうと、食べなければ死んでしまう。何がわかったところで、暮らしが急になくなるわけではない。<br><br>そういう強さを感じながら、でも、不安だってたくさんあるだろうと思う。,"There are so many things we don’t understand, so many things that are difficult to accept.<br>Even so, Natsuno is trying to keep living. Whether her world is inside a computer or was created by someone, she still has to eat or she will die. Learning the truth won’t suddenly make her everyday life disappear.<br><br>I can feel that strength in her. But I’m sure she must have plenty of fears too.",旅を続ける,Continue the journey
main9-9,エピソード 9 - 6,Episodes 9 - 6,探している人,The Person She Was Looking For,祖母は誰を探していたのだろう？<br>祖母が仮想世界をつくったのは、彼女がコンピュータを物置に仕舞う前、まだ若かった頃。もちろん、その頃の祖母のことは知らない。彼女がどんな暮らしをしていたのかわからない。<br><br>若い頃の祖母は、恋をしたことがあっただろうか？<br>恋人が亡くなって、せめて別の世界で生きていてほしいとか、そんなことを願ったりしたのかもしれない。,"Who was my grandmother looking for?<br>She created the virtual world when she was still young, before putting the computer away in storage. Of course, I never knew her then. I don’t know what her life was like.<br><br>Did my grandmother ever fall in love when she was young?<br>Maybe someone she loved died, and she wished that, at the very least, they could still be alive in another world.",旅を続ける,Continue the journey
main10-1,-,-,-,-,-,-,-,-
main10-2,-,-,-,-,-,-,-,-
