id,_arg0<jpn>,arg0<eng>,_arg1<jpn>,arg1<eng>
itsuka1-1,natsuno,natsuno,......なら、まぁ,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,無理には聞かないけど,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,......,......
itsuka1-1,itsuka,itsuka,......別に、なんでもないよ,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,私はもともと、こうってだけ,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,こう？,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,......夜型っていうか,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,明け方に眠って、昼過ぎに起きるのが,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,私にとって普通ってこと,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,......,......
itsuka1-1,natsuno,natsuno,......イツカって,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,ニートの人？,<PLEASE_TRANSLATE>
itsuka1-1,survivor06,survivor06,right-left,right-left
itsuka1-1,itsuka,itsuka,......,......
itsuka1-1,itsuka,itsuka,こんな世の中、誰だってニートみたいなものだろう,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,......こうなる前は、ちゃんと働いてたよ,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,そんな生活習慣なのに？,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,......フリーランスだったから,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,基本、私のタイミングで仕事するし,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,別に、朝起きて会社行って働くだけが,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,生き方じゃないんだ,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,へー,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,そう言われると,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,ちょっとかっこいいかも,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,どんな仕事してたの？,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,......教えない,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,今度からは起こさないなら、教える,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,えー,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,でも、ちゃんと朝起きないと早死にしちゃうかもよ？,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,関係ないでしょ......,<PLEASE_TRANSLATE>
itsuka1-1,natsuno,natsuno,イツカ、もう若くないんだし,<PLEASE_TRANSLATE>
itsuka1-1,itsuka,itsuka,......,......
itsuka1-1,itsuka,itsuka,............,............
itsuka1-1,itsuka,itsuka,........................,........................
itsuka1-1,survivor06,survivor06,right-left,right-left
itsuka1-1,itsuka,itsuka,......いや、まだ若いし,<PLEASE_TRANSLATE>
itsuka1-1,1,1,,
itsuka1-1,itsuka,itsuka,,
itsuka1-1,questSuccess,questSuccess,,
-,,,,
itsuka1-2,scenario23,scenario23,,
itsuka1-2,,,,
itsuka1-2,,,,
itsuka1-2,3,3,,
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......ねぇ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,まだ、起きてる？,<PLEASE_TRANSLATE>
itsuka1-2,character06,character06,,
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......あなたも、結構、遅くまで起きてることあるよね,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,こんな夜中なのに,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......や、そうか,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,こっちが夜中だからって,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,あなたの世界が夜だとは限らないんだ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......じゃあ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,ちょっと話そうよ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,ナツノはとっくに寝ちゃって,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,本当......健康的な生活してるよね,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......はは,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,懐かしいな,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,昔は、毎晩毎晩,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,こうやって、通話繋いで,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,なんでもない話、してたんだ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......そう,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,だから、私がこれからする話も,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,なんでもない,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,他愛のない話、だよ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......ナツノはさ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,あのあと......いなくなって、帰ってきたあと,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,吹っ切れたみたいな,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,でも、ちょっと寂しそうな,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,そんな感じで,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,きっと、もう大丈夫なんだろうと思う,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,私も、何があったのか、なんとなく聞いたよ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,あなたと話をして,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,ちょっとだけかもしれないけど、前向きになれて,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,それで、あのコンピュータを捨てて......,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,どんな心境の変化があったのか、詳しいことは聞いてない,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,もう大丈夫だろうって、話をしててわかったし,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,聞いたって、たぶん他人にはわからないだろうから,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,無理に説明してくれなくても、いいって思ってる,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,,,,
itsuka1-2,itsuka,itsuka,......でも,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,それでも、結局,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......何も、解決してないんだ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,パンデミックはずっとこのままだし,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,この世界がつくられたことに意味はない,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......いや,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......私は、頑固だからさ,<PLEASE_TRANSLATE>
itsuka1-2,scenario04,scenario04,,
itsuka1-2,itsuka,itsuka,友達とゲームしてても、いつの間にか意地になっちゃって、よく怒られてた,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,本気のケンカになるのだって珍しくないし,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,負けず嫌いで,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......だから,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,今でも......思ってるんだ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,この世界が、こんな風になった『理由』を──,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,私たちは、まだ見つけられてないだけなんじゃないかって,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......あなたの祖母が、この世界をつくったことに、深い理由はなかったかもしれない,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,でも、それは、兄だって人がそう言ってただけのことで,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,本当は......あなたの祖母には、何か目的があったかもしれない,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,あるいは......,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,あなたの祖母が、そうだと自覚してなくても,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,意識していなかったとしても......あの人の何かが、この世界を歪めたのかもしれない,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......まだ、見つけられてないだけで,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,この世界が、こんなことになったのには......,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,私たちが、こんな寂しさをもってることには,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......何か、理由があるかもしれない,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,だって......理由がないってことが,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,証明できたわけじゃ、ないんだ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......今でもまだ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,そんな風に、思ってしまう,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......私って、ほんとに頑固なんだなって,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,笑っちゃうよ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,......,......
itsuka1-2,itsuka,itsuka,......最近さ,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,ナツノと顔合わせるのが......ちょっとつらい,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,ナツノはきっと、この世界が偶然できたってことを受け入れてて,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,それでもいいって納得してて,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,でも......私は、そうじゃないから,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,ナツノと同じように考えられない。納得できない,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,なんでもない、どうでもいい話をしてるときも、そのことをいつも考えてて,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,裏切ってるみたいな......気がして,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,ときどき、,<PLEASE_TRANSLATE>
itsuka1-2,itsuka,itsuka,どんな顔して話したらいいのか、わからなくなる,<PLEASE_TRANSLATE>
itsuka1-2,3,3,,
itsuka1-2,questSuccess,questSuccess,,
-,,,,
itsuka1-3,scenario35,scenario35,,
itsuka1-3,,,,
itsuka1-3,2,2,,
itsuka1-3,character06,character06,,
itsuka1-3,survivor06,survivor06,right-left,right-left
itsuka1-3,itsuka,itsuka,......ふぁぁ,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,......？,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,ナツノ......？,<PLEASE_TRANSLATE>
itsuka1-3,1,1,,
itsuka1-3,survivor00,survivor00,right-right,right-right
itsuka1-3,natsuno,natsuno,あ,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,イツカ,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,やっと起きた？,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,......起きたけど,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,survivor06,survivor06,right-left,right-left
itsuka1-3,itsuka,itsuka,......その人たち、誰？,<PLEASE_TRANSLATE>
itsuka1-3,1,1,,
itsuka1-3,1,1,,
itsuka1-3,,,,
itsuka1-3,1,1,,
itsuka1-3,1,1,,
itsuka1-3,1,1,,
itsuka1-3,natsuno,natsuno,さっき、たまたまそこの道歩いてるのが見えて,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,ちょっと話してたの,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,家族四人で、わたしたちと同じように移動しながら暮らしてるんだって,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......ふぅん,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,よく声なんかかけたね,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,私がいたら、止めてた,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,......だって、イツカ寝てたし,<PLEASE_TRANSLATE>
itsuka1-3,survivor06,survivor06,right-left,right-left
itsuka1-3,itsuka,itsuka,......そうなんだけど,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,......それで,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,どこか、安全に過ごせる場所探してるんだって,<PLEASE_TRANSLATE>
itsuka1-3,survivor06,survivor06,right-left,right-left
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,......少なくとも、私は知らないな,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,うん......,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,わたしも、そう答えた,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,......まぁ、親切そうな人たちなんだったら,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,私も、ちょっと話をしてみる,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,何か得られるものもあるかもしれないし,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,うん,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,優しい人たちだったから、たぶん、大丈夫,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,何か......いい話が聞けるといいけど,<PLEASE_TRANSLATE>
itsuka1-3,1,1,,
itsuka1-3,1,1,,
itsuka1-3,,,,
itsuka1-3,,,,
itsuka1-3,2,2,,
itsuka1-3,,,,
itsuka1-3,scenario03,scenario03,,
itsuka1-3,1,1,,
itsuka1-3,environment08,environment08,,
itsuka1-3,2,2,,
itsuka1-3,survivor00,survivor00,right-right,right-right
itsuka1-3,natsuno,natsuno,......イツカ？,<PLEASE_TRANSLATE>
itsuka1-3,survivor06,survivor06,right-left,right-left
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,............,............
itsuka1-3,natsuno,natsuno,......ねぇ,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,どうしたの......？,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,さっきの人たちと話してから,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,ずっと変だよ,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,............,............
itsuka1-3,itsuka,itsuka,......変、か,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......そうだね,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,変、かもしれない,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,......なんだか,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,どんな風に受け入れたらいいのか、わからないんだ,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,よろこんだらいいのか、悲しんだらいいのか,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......絶望したらいいのか,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,自分がどんな風に感じてるのか......わからない,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,......イツカ？,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,何を聞いたの？,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,あの人たちは......何を知ってたの？,<PLEASE_TRANSLATE>
itsuka1-3,,,,
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,scenario06,scenario06,,
itsuka1-3,itsuka,itsuka,あの一家が、私たちと会う前,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,二週間くらい前にも......別のところで、生き残ってる人たちと出くわしていたらしい,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,......うん,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,その、出くわした人たちの中に......,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......女の人がいるんだって,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,言ってたんだ,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,......,......
itsuka1-3,natsuno,natsuno,......女の人？,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,そう......,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,その女の人は、少し奇妙で,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,あの人たちは、『アイドル』みたいだったとか、とても素敵な人だった、とか......そういう風に言ってたけど,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,その人と話をしてると、なんだか奇妙な心地になる、というか,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,優しい気持ちになれるというか,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,満たされるというか,<PLEASE_TRANSLATE>
itsuka1-3,1,1,,
itsuka1-3,itsuka,itsuka,寂しくなくなる──みたいな,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,......え？,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,そんな......不思議な魅力を感じる人、らしい,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,......それで,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,その女の人が,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,その女の人の名前が......,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,itsuka,itsuka,......同じ、だったんだ,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,......？,<PLEASE_TRANSLATE>
itsuka1-3,natsuno,natsuno,何と......？,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,......,......
itsuka1-3,,,,
itsuka1-3,itsuka,itsuka,あの人と──,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,あなたの、,<PLEASE_TRANSLATE>
itsuka1-3,1,1,,
itsuka1-3,itsuka,itsuka,スマホの向こうのあなたの──祖母と,<PLEASE_TRANSLATE>
itsuka1-3,itsuka,itsuka,同じ名前、だったんだ,<PLEASE_TRANSLATE>
itsuka1-3,3,3,,
itsuka1-3,questSuccess,questSuccess,,
-,,,,
itsuka1-4,scenario23,scenario23,,
itsuka1-4,,,,
itsuka1-4,3,3,,
itsuka1-4,character06,character06,,
itsuka1-4,survivor06,survivor06,right-left,right-left
itsuka1-4,survivor00,survivor00,right-right,right-right
itsuka1-4,itsuka,itsuka,......,......
itsuka1-4,itsuka,itsuka,......ナツノが言ってたことが,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,間違ってるわけじゃないと思う,<PLEASE_TRANSLATE>
itsuka1-4,natsuno,natsuno,......,......
itsuka1-4,itsuka,itsuka,この世界がつくられたことに理由なんかない,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,仮想世界というのが、流行っていたから、ちょっとつくってみただけ,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,スマホの向こうのあなたの祖母に......目的なんかなかった,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,......,......
itsuka1-4,itsuka,itsuka,......それが真実なんだろうって思う,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,......,......
itsuka1-4,itsuka,itsuka,......だけど,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,私は、どうしても、思っちゃうんだ,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,そんなわけないってわかってても......考えてしまう,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,もしかしたら、誰にも話さなかっただけで、あなたの祖母には何か思うところがあったのかもしれない,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,あるいは、自覚さえしてないけど、この世界に何か願ったのかもしれない,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,もしそうだったら......,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,この世界がつくられたことが偶然だったとしても,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,この世界を生きる人々が『寂しさ』をもってることや,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,パンデミックが起きたこと,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,私やナツノが、外の世界と繋がったことには──,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,何か、理由があるのかもしれない,<PLEASE_TRANSLATE>
itsuka1-4,natsuno,natsuno,......,......
itsuka1-4,itsuka,itsuka,この世界に、あなたの祖母と同姓同名の人がいた,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,ただ名前が同じだってだけの、他人かもしれない,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,でも......,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,ここは、仮想世界なんだ,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,外の、現実の世界でつくられた仮想世界,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,仮想世界は、現実とそっくりで......現実で死んだ人が、まだ生きてるかもしれない,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,......そうでしょ？,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,だから、外の世界では『天国』なんて呼ばれたりする,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,それって......,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,この世界にも、あなたの祖母と同じ人が,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,いるかもしれないってこと......だよね,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,......,......
itsuka1-4,itsuka,itsuka,ただの同姓同名ってわけじゃない,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,あの家族が会ったって人は......,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,本当に、この世界の、あなたの祖母なのかもしれない......,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,......,......
itsuka1-4,itsuka,itsuka,......これだって,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,ただの偶然かもしれない,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,偶然、同じ名前の人がいたってだけかもしれない,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,......そう思うけど,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,それでも、私は......もしかしたらって思っちゃう,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,もしかしたら、その人に会ったら、何かがわかるんじゃないかって,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,本当のことが、真実がわかるんじゃないかって......,<PLEASE_TRANSLATE>
itsuka1-4,natsuno,natsuno,......,......
itsuka1-4,natsuno,natsuno,......イツカ,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,......,......
itsuka1-4,itsuka,itsuka,......だけど,<PLEASE_TRANSLATE>
itsuka1-4,itsuka,itsuka,だけど......,<PLEASE_TRANSLATE>
