id,_text<jpn>,text<eng>
scene_corridor_a02,天井からぶら下げられるのは、派手なシャンデリア。,<PLEASE_TRANSLATE>
scene_corridor_b00,冷えたコンクリートが光を奪い去ってしまう。,<PLEASE_TRANSLATE>
scene_corridor_b01,暗く、湿っていた。,<PLEASE_TRANSLATE>
scene_corridor_b02,扉が並ぶばかりで、静かだった。,<PLEASE_TRANSLATE>
-,,
scene_bath_a00,どこからか雫の落ちるのが聞こえてきた。,<PLEASE_TRANSLATE>
scene_bath_a01,水色のタイルの間に黒いカビが生えていた。,<PLEASE_TRANSLATE>
scene_bath_a02,窓から差す日差しに、ほとんど干からびているみたいだった。,<PLEASE_TRANSLATE>
scene_bath_b00,タイル敷きの床に、汚れた浴槽が横たわっている。,<PLEASE_TRANSLATE>
scene_bath_b01,そこかしこに蜘蛛の巣が張っていた。,<PLEASE_TRANSLATE>
scene_bath_b02,広い空間に足つきのバスタブがたたずむ。,<PLEASE_TRANSLATE>
-,,
scene_warehouse_a00,蜘蛛の巣の張った棚は、もので溢れていた。,<PLEASE_TRANSLATE>
scene_warehouse_a01,無造作にものが積み上げられていて、足の踏み場もないくらいだった。,<PLEASE_TRANSLATE>
scene_warehouse_a02,背の高い棚が連なって、視界が悪い。,<PLEASE_TRANSLATE>
scene_warehouse_b00,朽ちかけた木の床板の軋む音が不気味な倉庫だった。,<PLEASE_TRANSLATE>
scene_warehouse_b01,ひび割れたコンクリートで囲まれている。,<PLEASE_TRANSLATE>
-,,
scene_kitchen_a00,白い壁が、木目調の床が、どことなく懐かしさを呼んでくる。,<PLEASE_TRANSLATE>
scene_kitchen_a01,ガスコンロに空の中華鍋が放置されている。,<PLEASE_TRANSLATE>
scene_kitchen_a02,そこかしこで何かが腐っている。,<PLEASE_TRANSLATE>
scene_kitchen_b00,今にも何か炒める音でも聞こえてきそうだった。,<PLEASE_TRANSLATE>
-,,
scene_shop_a00,だだっ広い空間に無骨なラックがいくつも並べられている。,<PLEASE_TRANSLATE>
scene_shop_a01,破かれた梱包材が白い床に投げ捨てられている。,<PLEASE_TRANSLATE>
scene_shop_a02,空っぽの段ボール箱がそこら中に転がっている。,<PLEASE_TRANSLATE>
scene_shop_b00,朽ちた葉ばかりが残っている。,<PLEASE_TRANSLATE>
-,,
scene_office_a00,明日生き残るには使いようのないコンピュータばかりが残されている。,<PLEASE_TRANSLATE>
scene_office_a01,壁一面を書棚が覆っている。,<PLEASE_TRANSLATE>
scene_office_a02,色とりどりのユニークな椅子が並んでいる。,<PLEASE_TRANSLATE>
scene_office_b00,テーブルに沈黙するコンピュータが並ぶ。,<PLEASE_TRANSLATE>
scene_office_b01,ずいぶん汚れているけれど上等な椅子だった。,<PLEASE_TRANSLATE>
-,,
scene_hall_a00,白い階段が弧を描くようにして二階まで続いている。,<PLEASE_TRANSLATE>
scene_hall_a01,赤いカーペットの敷かれた階段が、二階まで続いている。,<PLEASE_TRANSLATE>
scene_hall_a02,階段を上った先、上階の中央には大きな肖像画が掲げられていた。,<PLEASE_TRANSLATE>
scene_hall_b00,吹き抜けになった二階からシャンデリアが吊るされていた。,<PLEASE_TRANSLATE>
scene_hall_b01,窓はない。入ってきた扉からの光だけに照らされて仄暗い。,<PLEASE_TRANSLATE>
-,,
scene_square_a00,シャッターの下りた店が立ち並ぶ。,<PLEASE_TRANSLATE>
scene_square_a01,ひび割れたアスファルトに電柱の影が濃く落ちる。,<PLEASE_TRANSLATE>
scene_square_a02,街路樹がなぎ倒されてしまっていた。,<PLEASE_TRANSLATE>
scene_square_b00,沈黙した信号機が寂しい。,<PLEASE_TRANSLATE>
scene_square_b02,見上げれば、歩道橋が架かっている。,<PLEASE_TRANSLATE>
-,,
scene_road_a00,古い民家が立ち並ぶ。,<PLEASE_TRANSLATE>
scene_road_a01,そこかしこから飛び出してくる草木に覆われていた。,<PLEASE_TRANSLATE>
scene_road_a02,古い家と新築のアパートが奇妙な模様をなしている。,<PLEASE_TRANSLATE>
scene_road_b00,道幅の狭い道路。一方通行の標識が虚しく掲げられていた。,<PLEASE_TRANSLATE>
scene_road_b01,放棄された田畑に囲まれていた。,<PLEASE_TRANSLATE>
scene_road_b02,なだらかな上り坂だった。,<PLEASE_TRANSLATE>
-,,
scene_garden_a00,かつての細々とした家庭菜園の跡がある。,<PLEASE_TRANSLATE>
scene_garden_a01,空っぽの犬小屋が寂しく佇んでいた。,<PLEASE_TRANSLATE>
scene_garden_a02,雨が少ないせいだろうか、花がしおれてしまっている。,<PLEASE_TRANSLATE>
scene_garden_b00,コンクリートブロックで囲まれた庭だった。,<PLEASE_TRANSLATE>
scene_garden_b01,高い塀で囲まれて、玉砂利が敷かれている。,<PLEASE_TRANSLATE>
scene_garden_b02,砂利が敷き詰められていた。,<PLEASE_TRANSLATE>
-,,
scene_tent_a00,獣でも入り込んだのだろう、中はずいぶん荒らされている。,<PLEASE_TRANSLATE>
scene_tent_a01,天井の柱から、小さな明かりが吊り下げられている。,<PLEASE_TRANSLATE>
scene_tent_a02,風のせいだろう、支柱が傾いてしまっている。,<PLEASE_TRANSLATE>
scene_tent_b00,寝袋や、空になった缶詰が残ったままだった。,<PLEASE_TRANSLATE>
-,,
scene_grassland_a00,土を掘り返したり、たき火をした跡が残っている。,<PLEASE_TRANSLATE>
scene_grassland_a01,ところどころで白い小さな花が咲いている。,<PLEASE_TRANSLATE>
scene_grassland_a02,遠くに白のトレーラーハウスが停まっている。,<PLEASE_TRANSLATE>
scene_grassland_b00,辺り一面、緑だった。,<PLEASE_TRANSLATE>
scene_grassland_b01,穏やかな景色が広がっている。,<PLEASE_TRANSLATE>
scene_grassland_b02,ずいぶん背の高くなった芝生が一面に広がっていた。,<PLEASE_TRANSLATE>
-,,
scene_riverside_a00,透明な水の中を魚が泳いでいるのが見える。,<PLEASE_TRANSLATE>
scene_riverside_a01,角の取れた石が底に転がっているのが見えた。,<PLEASE_TRANSLATE>
scene_riverside_a02,水源はずっと山の上の方だろう。,<PLEASE_TRANSLATE>
scene_riverside_b00,穏やかな流れが涼しげだった。,<PLEASE_TRANSLATE>
scene_riverside_b01,澄んだ水と穏やかな空気が流れている。,<PLEASE_TRANSLATE>
scene_riverside_b02,野鳥の声が聞こえた。,<PLEASE_TRANSLATE>
-,,
scene_beach_a00,誰かの置いていったゴミや漂着物がぽつぽつ見つかる。,<PLEASE_TRANSLATE>
scene_beach_a01,見渡す限り真っ白だった。,<PLEASE_TRANSLATE>
scene_beach_a02,浜は、弧を描くようにして広がっている。,<PLEASE_TRANSLATE>
scene_beach_b00,波は穏やかだった。,<PLEASE_TRANSLATE>
scene_beach_b01,波が大きな音を立てて、風が強い。,<PLEASE_TRANSLATE>
scene_beach_b02,打ち寄せる波が激しい。,<PLEASE_TRANSLATE>
-,,
scene_shore_a00,少し前まで誰かがいたのだろうか、荷物が潮水に濡れている。,<PLEASE_TRANSLATE>
scene_shore_a01,気をつけないと、靴が濡れてしまう。,<PLEASE_TRANSLATE>
scene_shore_a02,濃い色の海藻が流されてきているのが見える。,<PLEASE_TRANSLATE>
scene_shore_b00,波打ち際で跳ねる水しぶきが力強かった。,<PLEASE_TRANSLATE>
scene_shore_b01,潮風と一緒に穏やかな時間が流れている。,<PLEASE_TRANSLATE>
-,,
scene_library_a00,ぎっしり詰まった本棚がどこまでも続いている。,<PLEASE_TRANSLATE>
scene_library_a01,窓から差す光を背表紙が全部吸い取ってしまって薄暗い。,<PLEASE_TRANSLATE>
scene_library_a02,書架はところどころ歯抜けになっている。,<PLEASE_TRANSLATE>
scene_library_b00,通路が狭い。,<PLEASE_TRANSLATE>
scene_library_b01,大きな本がずらっと並んでいた。,<PLEASE_TRANSLATE>
-,,
scene_machineRoom_a00,何に使うのかわからない機械がずらっと並んでいる。,<PLEASE_TRANSLATE>
scene_machineRoom_a01,緑色のマットに油のシミが滲んでいる。,<PLEASE_TRANSLATE>
scene_machineRoom_a02,真っ黒なゴムの切れ端がドラム缶に詰め込まれている。,<PLEASE_TRANSLATE>
scene_machineRoom_b00,静まり返っていて気味が悪い。,<PLEASE_TRANSLATE>
scene_machineRoom_b01,広い空間に足音が響き渡る。,<PLEASE_TRANSLATE>
-,,
scene_carryIn_a00,シャッターが開いたまま、がらんとしている。,<PLEASE_TRANSLATE>
scene_carryIn_a01,運び込まれたものがそのまま放置されている。,<PLEASE_TRANSLATE>
scene_carryIn_a02,奥の倉庫には真っ暗闇が広がっているばかり。,<PLEASE_TRANSLATE>
scene_carryIn_b00,荷物が積み上げられていた。,<PLEASE_TRANSLATE>
scene_carryIn_b02,車一台が停まれる広さしかない。,<PLEASE_TRANSLATE>
-,,
scene_parking_a00,乗り捨てられた車が乱雑に停まっている。,<PLEASE_TRANSLATE>
scene_parking_a01,主を失った車が静かにたたずむ。,<PLEASE_TRANSLATE>
scene_parking_a02,ほとんど自動車は残っていない。,<PLEASE_TRANSLATE>
scene_parking_b00,アスファルトが焦げつくほどに暑い。,<PLEASE_TRANSLATE>
scene_parking_b02,出口に精算機があった。,<PLEASE_TRANSLATE>
-,,
scene_gallery_a00,古い遺跡からの出土品が並べられていた。,<PLEASE_TRANSLATE>
scene_gallery_a01,恐竜や太古の生き物の化石が吊るされている。,<PLEASE_TRANSLATE>
scene_gallery_a02,古い書物がガラスの向こうに並んでいる。,<PLEASE_TRANSLATE>
scene_gallery_b00,暗闇の中にたたずむ展示物が不気味だった。,<PLEASE_TRANSLATE>
scene_gallery_b01,広くて奥まで光が届かない。,<PLEASE_TRANSLATE>
scene_gallery_b02,あまりの静けさに足が震える。,<PLEASE_TRANSLATE>
-,,
scene_attractions_a00,メンテナンスされなくなったせいか、ところどころガタついて見える。,<PLEASE_TRANSLATE>
scene_attractions_a01,風に揺られて、きぃきぃと音を立てていた。,<PLEASE_TRANSLATE>
scene_attractions_a02,何があったのか、脱ぎ捨てられた着ぐるみが土を被っている。,<PLEASE_TRANSLATE>
scene_attractions_b00,錆びついて動きそうもない。,<PLEASE_TRANSLATE>
scene_attractions_b02,もう二度と動き出すこともないだろう。,<PLEASE_TRANSLATE>
-,,
scene_hospitalRoom00,白くて広々としている。,<PLEASE_TRANSLATE>
scene_hospitalRoom01,本当はそんなに広くないはずだけれど、殺風景な部屋は嫌に広々としている。,<PLEASE_TRANSLATE>
scene_hospitalRoom02,白いシーツが畳まれていた。その几帳面さに胸が痛くなる。,<PLEASE_TRANSLATE>
scene_hospitalRoom03,壁の白さが眩しい。窓からの日差しはわずかでも、白い部屋は暗がりから立ち上がる。,<PLEASE_TRANSLATE>
-,,
scene_classroom00,放課後の教室だって、こんなに静かではなかった。,<PLEASE_TRANSLATE>
scene_classroom01,机も椅子も整頓されている。<br>明日の朝になれば、また子供たちがやってくるかも、と思ってしまう。,<PLEASE_TRANSLATE>
scene_classroom02,クリーム色のカーテンが風になびいている。,<PLEASE_TRANSLATE>
scene_classroom03,どうしてだろう、学校の教室というのは、独特の仄暗さがある。,<PLEASE_TRANSLATE>
-,,
scene_underpass00,明かりのない道がどこまでも続いている。,<PLEASE_TRANSLATE>
scene_underpass01,強い風が吹き抜けていく。<br>どこからきて、どこへいくのだろう。,<PLEASE_TRANSLATE>
scene_underpass02,足音がずっと遠くまで響いていく。,<PLEASE_TRANSLATE>
scene_underpass03,見てわかるくらいの湿気だった。,<PLEASE_TRANSLATE>
-,,
scene_dining00,テーブルにも埃が積もっていた。,<PLEASE_TRANSLATE>
scene_dining01,窓から差す光を、磨かれたグラスが鋭く返す。,<PLEASE_TRANSLATE>
scene_dining02,これから一日が始まるのだと思うくらい、手入れが行き届いていた。,<PLEASE_TRANSLATE>
scene_dining03,テーブルの上に、食べかけの料理がほんの少しだけ残っていた。,<PLEASE_TRANSLATE>
-,,
scene_marble00,いったい何が起きているのだろう。<br>ノイズのような、そうではないような、奇妙な音が聞こえてくる。,<PLEASE_TRANSLATE>
scene_marble01,意味のない音の連なりが、急に、よく知った音色に聞こえたりする。,<PLEASE_TRANSLATE>
scene_marble02,足音だけが響いているような気がする。<br>でも、ということは、響くだけの広がりがあるのだろうか。,<PLEASE_TRANSLATE>
scene_marble03,匂いなんて何も感じないだろう。<br>何もない、まったくの無臭というのは、どんな感じなのだろうか。,<PLEASE_TRANSLATE>
-,,
