id,_name<jpn>,name<eng>,_keyword<jpn>,keyword<eng>,_describe<jpn>,describe<eng>
object_attractions02,日焼けした案内看板,<PLEASE_TRANSLATE>,案内看板,<PLEASE_TRANSLATE>,-,-
civil00,荒らされた街頭のゴミ箱,<PLEASE_TRANSLATE>,街頭のゴミ箱,<PLEASE_TRANSLATE>,,
object_room09,捨てられた洋服,<PLEASE_TRANSLATE>,洋服,<PLEASE_TRANSLATE>,-,-
clothes00,山積みになった衣類,<PLEASE_TRANSLATE>,衣類,<PLEASE_TRANSLATE>,,
clothes01,畳まれたままの作業服,<PLEASE_TRANSLATE>,作業服,<PLEASE_TRANSLATE>,,
clothes02,脱ぎ捨てられたワンピース,<PLEASE_TRANSLATE>,ワンピース,<PLEASE_TRANSLATE>,,
object02,読めないステッカーの貼られた木箱,<PLEASE_TRANSLATE>,木箱,<PLEASE_TRANSLATE>,-,-
object_warehouse00,朽ちかけた樽,<PLEASE_TRANSLATE>,樽,<PLEASE_TRANSLATE>,樽のふたは開いていた。<br>たぶん、もともと入っていたのとは違うものが詰まっているだろう。,<PLEASE_TRANSLATE>
object_hall01,変なからくりのついた宝石箱,<PLEASE_TRANSLATE>,宝石箱,<PLEASE_TRANSLATE>,-,-
object_shop00,未開封の段ボール箱,<PLEASE_TRANSLATE>,段ボール箱,<PLEASE_TRANSLATE>,封をしたときは、まさかこんなかたちで見つけられるとは思っていなかっただろう。<br>とても丁寧に閉じられている。,<PLEASE_TRANSLATE>
object_office05,封の切られた包み,<PLEASE_TRANSLATE>,包み,<PLEASE_TRANSLATE>,封は荒く切られているけれど、まだ中身が入っている。<br>何が入っているんだろう、と思うより先に、誰が受け取るはずだったんだろうと考えてしまう。,<PLEASE_TRANSLATE>
object_hall04,大きなアタッシュケース,<PLEASE_TRANSLATE>,アタッシュケース,<PLEASE_TRANSLATE>,-,-
object_grassland01,開いたままのプラスチックコンテナ,<PLEASE_TRANSLATE>,プラスチックコンテナ,<PLEASE_TRANSLATE>,-,-
object_riverside00,中身の見えない大きなボトル,<PLEASE_TRANSLATE>,大きなボトル,<PLEASE_TRANSLATE>,-,-
object_riverside03,大きなクーラーボックス,<PLEASE_TRANSLATE>,クーラーボックス,<PLEASE_TRANSLATE>,-,-
object_shore00,水の入ったバケツ,<PLEASE_TRANSLATE>,バケツ,<PLEASE_TRANSLATE>,-,-
object_library01,丈夫な布でできたボックス,<PLEASE_TRANSLATE>,布でできたボックス,<PLEASE_TRANSLATE>,-,-
object_carryIn02,積み上げられたコンテナ,<PLEASE_TRANSLATE>,コンテナ,<PLEASE_TRANSLATE>,-,-
object_carryIn03,山積みにされた大きな段ボール箱,<PLEASE_TRANSLATE>,大きな段ボール箱,<PLEASE_TRANSLATE>,-,-
container00,真っ白な蓋のネジ止めされた箱,<PLEASE_TRANSLATE>,蓋のネジ止めされた箱,<PLEASE_TRANSLATE>,,
container01,病院のロゴが入った段ボール箱,<PLEASE_TRANSLATE>,病院のロゴが入った段ボール箱,<PLEASE_TRANSLATE>,-,-
object01,積み上げられた雑誌の束,<PLEASE_TRANSLATE>,雑誌の束,<PLEASE_TRANSLATE>,-,-
object_office01,崩れかけた書類の山,<PLEASE_TRANSLATE>,書類の山,<PLEASE_TRANSLATE>,積み上げられた書類の山は、無残に崩れていた。<br>踏みつける足はあっても、片づける手はもうどこにもない。,<PLEASE_TRANSLATE>
document00,縛られた古新聞,<PLEASE_TRANSLATE>,古新聞,<PLEASE_TRANSLATE>,-,-
document01,丁寧に積まれたハードカバーの小説,<PLEASE_TRANSLATE>,ハードカバーの小説,<PLEASE_TRANSLATE>,,
object_room11,画面の割れたテレビ,<PLEASE_TRANSLATE>,テレビ,<PLEASE_TRANSLATE>,-,-
object_staffRoom04,大きくて古臭いテレビ,<PLEASE_TRANSLATE>,古臭いテレビ,<PLEASE_TRANSLATE>,-,-
object_guestRoom03,小さな保冷ボックス,<PLEASE_TRANSLATE>,保冷ボックス,<PLEASE_TRANSLATE>,-,-
object_corridor03,繋がりそうもない電話,<PLEASE_TRANSLATE>,電話,<PLEASE_TRANSLATE>,-,-
object_office03,壊されて積み上げられた古いコンピュータ,<PLEASE_TRANSLATE>,古いコンピュータ,<PLEASE_TRANSLATE>,-,-
object_tent04,炭の燃え尽きた小さなストーブ,<PLEASE_TRANSLATE>,小さなストーブ,<PLEASE_TRANSLATE>,-,-
object_garden02,朽ちて座れそうにないベンチ,<PLEASE_TRANSLATE>,ベンチ,<PLEASE_TRANSLATE>,-,-
object_garden03,薄ら土の積もったウッドデッキ,<PLEASE_TRANSLATE>,ウッドデッキ,<PLEASE_TRANSLATE>,-,-
object_riverside02,洋服の掛かった物干し竿,<PLEASE_TRANSLATE>,物干し竿,<PLEASE_TRANSLATE>,-,-
object_garden01,緑に覆われた畑,<PLEASE_TRANSLATE>,畑,<PLEASE_TRANSLATE>,もともと植えられていたものが自由に育ったのだろうか。かつての畑は緑に呑まれてしまっている。,<PLEASE_TRANSLATE>
object_grassland02,誰かが掘った穴,<PLEASE_TRANSLATE>,穴,<PLEASE_TRANSLATE>,誰がなんのために掘ったのだろう。<br>穴を覗き込むというのは、なんだか恐ろしい。,<PLEASE_TRANSLATE>
field00,干からびた田んぼ,<PLEASE_TRANSLATE>,田んぼ,<PLEASE_TRANSLATE>,,
field01,何かを埋めた跡,<PLEASE_TRANSLATE>,埋めた跡,<PLEASE_TRANSLATE>,,
object_kitchen04,腐って固まった食べ物,<PLEASE_TRANSLATE>,固まった食べ物,<PLEASE_TRANSLATE>,食べ物がこんなになってしまうまでに、どれくらいの時間がかかるだろう。<br>半年という時間の長さを思う。,<PLEASE_TRANSLATE>
food00,器の中で腐ったスープ,<PLEASE_TRANSLATE>,腐ったスープ,<PLEASE_TRANSLATE>,,
food01,蓋のされた鉄の鍋,<PLEASE_TRANSLATE>,鉄の鍋,<PLEASE_TRANSLATE>,,
food02,放置された魚を焼いた跡,<PLEASE_TRANSLATE>,魚を焼いた跡,<PLEASE_TRANSLATE>,,
object_room00,動かない柱時計,<PLEASE_TRANSLATE>,柱時計,<PLEASE_TRANSLATE>,いつからここにあって、いつから針を止めているのだろう。<br>ガラス窓の向こうの動かない振り子は、妙に重苦しい。,<PLEASE_TRANSLATE>
object_room02,割れてしまった木の机,<PLEASE_TRANSLATE>,木の机,<PLEASE_TRANSLATE>,-,-
object_room04,革張りのソファ,<PLEASE_TRANSLATE>,ソファ,<PLEASE_TRANSLATE>,-,-
object_room07,風に揺られる黄ばんだカーテン,<PLEASE_TRANSLATE>,カーテン,<PLEASE_TRANSLATE>,-,-
object_room08,切り裂かれた質素なベッド,<PLEASE_TRANSLATE>,質素なベッド,<PLEASE_TRANSLATE>,-,-
object_staffRoom01,積み上げられたパイプチェア,<PLEASE_TRANSLATE>,パイプチェア,<PLEASE_TRANSLATE>,-,-
object_guestRoom00,使われなかった真っ白なベッド,<PLEASE_TRANSLATE>,真っ白なベッド,<PLEASE_TRANSLATE>,-,-
object_guestRoom02,窓の方を向いた一人掛けのソファ,<PLEASE_TRANSLATE>,一人掛けのソファ,<PLEASE_TRANSLATE>,かつては、窓の向こうに夜景でも見えたのだろうか。<br>昼間に眺める分には、なんでもない街並みが広がってるように見える。,<PLEASE_TRANSLATE>
object_corridor00,針の止まった掛け時計,<PLEASE_TRANSLATE>,掛け時計,<PLEASE_TRANSLATE>,-,-
object_corridor02,割れてしまった大きな姿見,<PLEASE_TRANSLATE>,大きな姿見,<PLEASE_TRANSLATE>,-,-
object_hall03,ほつれた紅色の絨毯,<PLEASE_TRANSLATE>,絨毯,<PLEASE_TRANSLATE>,-,-
object_library00,円形のテーブル,<PLEASE_TRANSLATE>,テーブル,<PLEASE_TRANSLATE>,-,-
object00,砕けて積み重なったガラス,<PLEASE_TRANSLATE>,ガラス,<PLEASE_TRANSLATE>,-,-
object_kitchen01,半ば液体になってしまった生ごみ,<PLEASE_TRANSLATE>,生ごみ,<PLEASE_TRANSLATE>,-,-
object_shop01,積み上げられた黒いゴミ袋,<PLEASE_TRANSLATE>,黒いゴミ袋,<PLEASE_TRANSLATE>,中身のわからないゴミ袋が大量に積み上げられていた。<br>ただただ、生ものがつまっているわけではないことを祈る。,<PLEASE_TRANSLATE>
object_shore01,湿ったゴミ袋,<PLEASE_TRANSLATE>,ゴミ袋,<PLEASE_TRANSLATE>,-,-
garbage00,傷だらけの解体された戸棚,<PLEASE_TRANSLATE>,解体された戸棚,<PLEASE_TRANSLATE>,,
garbage01,壊された発電機,<PLEASE_TRANSLATE>,発電機,<PLEASE_TRANSLATE>,,
garbage02,壊れてしまった扇風機,<PLEASE_TRANSLATE>,扇風機,<PLEASE_TRANSLATE>,,
object_room10,折れてしまったギター,<PLEASE_TRANSLATE>,ギター,<PLEASE_TRANSLATE>,ギターがある、と思ったけれど、首が折れてしまっていた。<br>こんなところでは、楽器の音色を聞くことさえできない。,<PLEASE_TRANSLATE>
instrument00,埃を被ったグランドピアノ,<PLEASE_TRANSLATE>,グランドピアノ,<PLEASE_TRANSLATE>,,
instrument01,艶のあるアップライトピアノ,<PLEASE_TRANSLATE>,アップライトピアノ,<PLEASE_TRANSLATE>,,
instrument02,シンバルの欠けたドラム,<PLEASE_TRANSLATE>,ドラム,<PLEASE_TRANSLATE>,,
object_kitchen00,出されたままのまな板,<PLEASE_TRANSLATE>,まな板,<PLEASE_TRANSLATE>,真っ白なまな板がテーブルに出されていた。<br>料理をしようとして出して、それから、何が起こったのだろう。,<PLEASE_TRANSLATE>
object_kitchen02,錆びついたシンク,<PLEASE_TRANSLATE>,シンク,<PLEASE_TRANSLATE>,-,-
object_kitchen03,嫌な臭いのする冷蔵庫,<PLEASE_TRANSLATE>,冷蔵庫,<PLEASE_TRANSLATE>,-,-
object_beach01,白くなった炭の残ったバーベキューコンロ,<PLEASE_TRANSLATE>,バーベキューコンロ,<PLEASE_TRANSLATE>,-,-
object_tent00,明かりのつきそうにないランタン,<PLEASE_TRANSLATE>,ランタン,<PLEASE_TRANSLATE>,-,-
object_hall00,煌びやかなシャンデリア,<PLEASE_TRANSLATE>,シャンデリア,<PLEASE_TRANSLATE>,窓からの光を受けて、シャンデリアは虚しく輝いている。,<PLEASE_TRANSLATE>
light00,真っ白なスタンドライト,<PLEASE_TRANSLATE>,スタンドライト,<PLEASE_TRANSLATE>,,
light01,テーブルスタンドライト,<PLEASE_TRANSLATE>,テーブルスタンドライト,<PLEASE_TRANSLATE>,,
object_machineRoom00,鉄の塊がおかれたままの旋盤,<PLEASE_TRANSLATE>,旋盤,<PLEASE_TRANSLATE>,-,-
object_machineRoom01,空っぽのベルトコンベア,<PLEASE_TRANSLATE>,ベルトコンベア,<PLEASE_TRANSLATE>,動かない機械というのは、どうしてこんなに寂しげなのだろう。<br>もう二度と使われないと思うと、不思議と胸が締めつけられる。,<PLEASE_TRANSLATE>
object_machineRoom02,錆びついた裁断機,<PLEASE_TRANSLATE>,裁断機,<PLEASE_TRANSLATE>,-,-
object_road03,青々とした茂み,<PLEASE_TRANSLATE>,茂み,<PLEASE_TRANSLATE>,-,-
object_shore03,洋服の干された岩場,<PLEASE_TRANSLATE>,岩場,<PLEASE_TRANSLATE>,-,-
nature00,小さな雑木林,<PLEASE_TRANSLATE>,雑木林,<PLEASE_TRANSLATE>,,
nature01,苔に覆われた岩陰,<PLEASE_TRANSLATE>,岩陰,<PLEASE_TRANSLATE>,,
officeSupply00,散らかったアルミのデスク,<PLEASE_TRANSLATE>,アルミのデスク,<PLEASE_TRANSLATE>,,
officeSupply01,鍵つきのキャビネットワゴン,<PLEASE_TRANSLATE>,キャビネットワゴン,<PLEASE_TRANSLATE>,,
officeSupply02,古臭いプリンター,<PLEASE_TRANSLATE>,プリンター,<PLEASE_TRANSLATE>,,
officeSupply03,金属製の資料棚,<PLEASE_TRANSLATE>,資料棚,<PLEASE_TRANSLATE>,,
object_room05,割れた額縁に入った家族写真,<PLEASE_TRANSLATE>,家族写真,<PLEASE_TRANSLATE>,額に入った家族写真が倒れていた。<br>ずいぶん汚れてしまっている。写っている顔を見たくなくて、目をそらした。,<PLEASE_TRANSLATE>
object_corridor04,額に入った小さな風景画,<PLEASE_TRANSLATE>,風景画,<PLEASE_TRANSLATE>,-,-
object_hall02,古めかしい絵画,<PLEASE_TRANSLATE>,絵画,<PLEASE_TRANSLATE>,描かれているのは誰だろう。<br>誰か、と問う相手ももうここにはいない。,<PLEASE_TRANSLATE>
picture00,若い女性の肖像画,<PLEASE_TRANSLATE>,肖像画,<PLEASE_TRANSLATE>,,
picture01,真夏の海の描かれた絵,<PLEASE_TRANSLATE>,海の描かれた絵,<PLEASE_TRANSLATE>,,
object_staffRoom03,枯れてしまった観葉植物,<PLEASE_TRANSLATE>,観葉植物,<PLEASE_TRANSLATE>,葉のほとんどが茶色く枯れてしまっていた。<br>その葉も、やがて落ちてしまうだろうか。,<PLEASE_TRANSLATE>
object_garden00,割れた鉢植え,<PLEASE_TRANSLATE>,鉢植え,<PLEASE_TRANSLATE>,-,-
planter00,花の枯れたプランター,<PLEASE_TRANSLATE>,プランター,<PLEASE_TRANSLATE>,,
planter01,サボテンの育った鉢植え,<PLEASE_TRANSLATE>,サボテン,<PLEASE_TRANSLATE>,,
river00,澄んだ川,<PLEASE_TRANSLATE>,澄んだ川,<PLEASE_TRANSLATE>,-,-
river01,それほど深くない川,<PLEASE_TRANSLATE>,深くない川,<PLEASE_TRANSLATE>,-,-
river02,少し濁った水面,<PLEASE_TRANSLATE>,濁った水面,<PLEASE_TRANSLATE>,-,-
river03,底の見える静かな川,<PLEASE_TRANSLATE>,静かな川,<PLEASE_TRANSLATE>,,
river04,青空を映す穏やかな水面,<PLEASE_TRANSLATE>,穏やかな水面,<PLEASE_TRANSLATE>,,
object_shop02,穴が開いて崩れた壁,<PLEASE_TRANSLATE>,崩れた壁,<PLEASE_TRANSLATE>,何があったのだろう、壁が崩れている。<br>つい半年前まで、ここにも、なんでもない日常があったはずなんだと思う。,<PLEASE_TRANSLATE>
object_machineRoom03,閉ざされた電子ロックの扉,<PLEASE_TRANSLATE>,電子ロックの扉,<PLEASE_TRANSLATE>,-,-
room00,床に開いた暗い穴,<PLEASE_TRANSLATE>,暗い穴,<PLEASE_TRANSLATE>,,
room01,部屋の隅の暗がり,<PLEASE_TRANSLATE>,暗がり,<PLEASE_TRANSLATE>,,
school00,錆びた学習机,<PLEASE_TRANSLATE>,学習机,<PLEASE_TRANSLATE>,,
school01,埃の積もった教卓,<PLEASE_TRANSLATE>,教卓,<PLEASE_TRANSLATE>,,
school02,計算式が書かれたままの黒板,<PLEASE_TRANSLATE>,黒板,<PLEASE_TRANSLATE>,,
school03,アルミの教員用デスク,<PLEASE_TRANSLATE>,教員用デスク,<PLEASE_TRANSLATE>,,
school04,空っぽになった木製のロッカー,<PLEASE_TRANSLATE>,木製のロッカー,<PLEASE_TRANSLATE>,,
sea00,穏やかな海辺,<PLEASE_TRANSLATE>,穏やかな海辺,<PLEASE_TRANSLATE>,-,-
sea01,波の跳ねる岩礁,<PLEASE_TRANSLATE>,岩礁,<PLEASE_TRANSLATE>,-,-
sea02,泡の浮かぶ海面,<PLEASE_TRANSLATE>,海面,<PLEASE_TRANSLATE>,-,-
sea03,海に面した堤防,<PLEASE_TRANSLATE>,堤防,<PLEASE_TRANSLATE>,,
sea04,底が見える澄んだ海辺,<PLEASE_TRANSLATE>,澄んだ海辺,<PLEASE_TRANSLATE>,,
object_room03,錆びついてしまった金庫,<PLEASE_TRANSLATE>,金庫,<PLEASE_TRANSLATE>,-,-
object_warehouse01,錆びついたダイヤル錠,<PLEASE_TRANSLATE>,ダイヤル錠,<PLEASE_TRANSLATE>,-,-
object_office02,見るからに頑丈な金庫,<PLEASE_TRANSLATE>,頑丈な金庫,<PLEASE_TRANSLATE>,-,-
object_office04,まだランプのついている電子ロックの金庫,<PLEASE_TRANSLATE>,電子ロックの金庫,<PLEASE_TRANSLATE>,-,-
object_warehouse02,蜘蛛の巣の張った衣装棚,<PLEASE_TRANSLATE>,衣装棚,<PLEASE_TRANSLATE>,-,-
object_warehouse03,得体のしれない薬品の詰まった棚,<PLEASE_TRANSLATE>,薬品の詰まった棚,<PLEASE_TRANSLATE>,,
object_shop03,ゴミを投げ込まれた商品棚,<PLEASE_TRANSLATE>,商品棚,<PLEASE_TRANSLATE>,-,-
object_gallery00,開いたままの展示台の下の棚,<PLEASE_TRANSLATE>,展示台の下の棚,<PLEASE_TRANSLATE>,展示台には何やらよくわからないものが置かれている。<br>歴史的にどんな価値があっても、こんな世界では見向きもされない。,<PLEASE_TRANSLATE>
object_gallery03,鍵が刺さったままの展示台の裏の戸棚,<PLEASE_TRANSLATE>,展示台の裏の戸棚,<PLEASE_TRANSLATE>,-,-
shelf00,整理された薬品棚,<PLEASE_TRANSLATE>,薬品棚,<PLEASE_TRANSLATE>,-,-
shelf01,戸が開いたままの薬の仕舞われた棚,<PLEASE_TRANSLATE>,薬の仕舞われた棚,<PLEASE_TRANSLATE>,-,-
object_square03,電源の失われた自動販売機,<PLEASE_TRANSLATE>,自動販売機,<PLEASE_TRANSLATE>,-,-
object_square04,ガラスの砕けた電話ボックス,<PLEASE_TRANSLATE>,電話ボックス,<PLEASE_TRANSLATE>,-,-
shopmachine00,落書きされた証明写真機,<PLEASE_TRANSLATE>,証明写真機,<PLEASE_TRANSLATE>,,
shopmachine01,砂にまみれたガチャガチャ,<PLEASE_TRANSLATE>,ガチャガチャ,<PLEASE_TRANSLATE>,,
object_attractions00,動かないチケット販売機,<PLEASE_TRANSLATE>,チケット販売機,<PLEASE_TRANSLATE>,お金を入れたって何も出てこないだろう。<br>描かれたキャラクターの笑顔が虚しい。,<PLEASE_TRANSLATE>
object_staffRoom00,書類でいっぱいのリングファイル,<PLEASE_TRANSLATE>,リングファイル,<PLEASE_TRANSLATE>,-,-
stationery00,ぎっちり詰まったペン立て,<PLEASE_TRANSLATE>,ペン立て,<PLEASE_TRANSLATE>,,
stationery01,資料の積み上げられた書類ケース,<PLEASE_TRANSLATE>,書類ケース,<PLEASE_TRANSLATE>,,
stationery02,立てかけられた何冊かのノート,<PLEASE_TRANSLATE>,何冊かのノート,<PLEASE_TRANSLATE>,,
object_corridor01,薬指のない天使の像,<PLEASE_TRANSLATE>,天使の像,<PLEASE_TRANSLATE>,石膏でできた天使の像には、薬指がなかった。<br>欠けているわけではなくて、取り外されているようだった。,<PLEASE_TRANSLATE>
object_square01,倒れてしまった女神像,<PLEASE_TRANSLATE>,女神像,<PLEASE_TRANSLATE>,-,-
object_attractions01,名前のわからないキャラクターの像,<PLEASE_TRANSLATE>,キャラクターの像,<PLEASE_TRANSLATE>,-,-
statue00,太古の獣の剥製,<PLEASE_TRANSLATE>,獣の剥製,<PLEASE_TRANSLATE>,,
object_strangeSound00,車のエンジン音,<PLEASE_TRANSLATE>,エンジン音,<PLEASE_TRANSLATE>,-,-
object_strangeSound01,水の滴る音,<PLEASE_TRANSLATE>,水の滴る音,<PLEASE_TRANSLATE>,-,-
object_strangeSound02,風に転がる空き缶の音,<PLEASE_TRANSLATE>,空き缶の音,<PLEASE_TRANSLATE>,-,-
object_strangeSound03,本のページをめくる音,<PLEASE_TRANSLATE>,ページをめくる音,<PLEASE_TRANSLATE>,-,-
object_strangeSound04,時計の秒針のような音,<PLEASE_TRANSLATE>,秒針のような音,<PLEASE_TRANSLATE>,-,-
object_strangeSound05,ギターの弦の響き,<PLEASE_TRANSLATE>,弦の響き,<PLEASE_TRANSLATE>,-,-
object_room01,やたらに背の高い収納,<PLEASE_TRANSLATE>,収納,<PLEASE_TRANSLATE>,やけに背の高い収納だった。<br>ただの大きな箱なのに、嫌な威圧感がある。,<PLEASE_TRANSLATE>
object_room06,洋服の詰まったクローゼット,<PLEASE_TRANSLATE>,クローゼット,<PLEASE_TRANSLATE>,-,-
object_hutRoom03,天井からぶら下がる麻袋,<PLEASE_TRANSLATE>,麻袋,<PLEASE_TRANSLATE>,-,-
object_staffRoom02,傷まみれのアルミのロッカー,<PLEASE_TRANSLATE>,アルミのロッカー,<PLEASE_TRANSLATE>,-,-
object_guestRoom01,半開きのクローゼット,<PLEASE_TRANSLATE>,半開きのクローゼット,<PLEASE_TRANSLATE>,-,-
object_bath03,蜘蛛の巣の張った戸棚,<PLEASE_TRANSLATE>,戸棚,<PLEASE_TRANSLATE>,-,-
object_gallery01,荒らされた資料置き場の奥,<PLEASE_TRANSLATE>,資料置き場の奥,<PLEASE_TRANSLATE>,-,-
object_gallery02,鍵のかかっていない床下の収納,<PLEASE_TRANSLATE>,床下の収納,<PLEASE_TRANSLATE>,-,-
object_attractions03,日陰にある掃除用具入れ,<PLEASE_TRANSLATE>,掃除用具入れ,<PLEASE_TRANSLATE>,-,-
storage00,背の低いガラス張りの収納,<PLEASE_TRANSLATE>,ガラス張りの収納,<PLEASE_TRANSLATE>,-,-
object_hutRoom01,穴の開いた鉄の鍋,<PLEASE_TRANSLATE>,鉄の鍋,<PLEASE_TRANSLATE>,-,-
tableware00,片付けられていない白い皿,<PLEASE_TRANSLATE>,白い皿,<PLEASE_TRANSLATE>,,
tableware01,割れて転がった陶器の器,<PLEASE_TRANSLATE>,陶器の器,<PLEASE_TRANSLATE>,,
tableware02,金のアフターヌーンーティースタンド,<PLEASE_TRANSLATE>,アフターヌーンーティースタンド,<PLEASE_TRANSLATE>,,
tableware03,食器の入ったガラスケース,<PLEASE_TRANSLATE>,ガラスケース,<PLEASE_TRANSLATE>,,
tableware04,大ぶりなケトル,<PLEASE_TRANSLATE>,ケトル,<PLEASE_TRANSLATE>,,
tableware05,食べ物が描かれた角缶,<PLEASE_TRANSLATE>,角缶,<PLEASE_TRANSLATE>,,
object_hutRoom00,錆びかけの工具箱,<PLEASE_TRANSLATE>,工具箱,<PLEASE_TRANSLATE>,-,-
object_hutRoom02,木製の作業台,<PLEASE_TRANSLATE>,作業台,<PLEASE_TRANSLATE>,工具と一緒に、木でできたニワトリのようなものが残されていた。<br>穴をあけようとした跡だけがあって、トサカと頭が繋げられていない。,<PLEASE_TRANSLATE>
tools00,壁掛けの工具ラック,<PLEASE_TRANSLATE>,工具ラック,<PLEASE_TRANSLATE>,,
tools01,配線ケーブルの詰まった箱,<PLEASE_TRANSLATE>,ケーブルの詰まった箱,<PLEASE_TRANSLATE>,,
tools02,散らかった工作台,<PLEASE_TRANSLATE>,工作台,<PLEASE_TRANSLATE>,,
object_hutRoom04,腹の破れたぬいぐるみ,<PLEASE_TRANSLATE>,ぬいぐるみ,<PLEASE_TRANSLATE>,-,-
object_library02,子供が乗れそうな汽車の遊具,<PLEASE_TRANSLATE>,汽車の遊具,<PLEASE_TRANSLATE>,-,-
toy00,片腕のない合体ロボの玩具,<PLEASE_TRANSLATE>,ロボの玩具,<PLEASE_TRANSLATE>,,
toy01,玩具ブロックの入ったケース,<PLEASE_TRANSLATE>,ブロックの入ったケース,<PLEASE_TRANSLATE>,,
object_square02,焼け残った赤い自動車,<PLEASE_TRANSLATE>,赤い自動車,<PLEASE_TRANSLATE>,窓ガラスは割れ、フレームは歪んでしまっている。<br>中を覗いてみようという気にはなれなかった。,<PLEASE_TRANSLATE>
object_road02,動かなくなったバイク,<PLEASE_TRANSLATE>,バイク,<PLEASE_TRANSLATE>,倒れたバイクからはエンジンが抜き取られていた。<br>魂を抜かれてしまったようで、苦しくなる。,<PLEASE_TRANSLATE>
object_road04,植物に飲み込まれた自転車,<PLEASE_TRANSLATE>,自転車,<PLEASE_TRANSLATE>,力強く根を張った植物に、自転車は飲み込まれていた。<br>やがて、何もかも緑が覆いつくしてしまうのだろう。,<PLEASE_TRANSLATE>
object_grassland03,扉の開いたままのキャンピングカー,<PLEASE_TRANSLATE>,キャンピングカー,<PLEASE_TRANSLATE>,-,-
object_carryIn00,乗り捨てられたトラック,<PLEASE_TRANSLATE>,トラック,<PLEASE_TRANSLATE>,-,-
object_carryIn01,動きそうにないフォークリフト,<PLEASE_TRANSLATE>,フォークリフト,<PLEASE_TRANSLATE>,なんとなく知ってはいるけれど、よく見たことはなかった。<br>こんな世界だからこそ、こうして出会えるものもある。,<PLEASE_TRANSLATE>
